OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD36507,San Carlos Bay Grid #376 Bottom,Estuary,,03100103,,,,,26.4659900000,-82.0088400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD36508,San Carlos Bay Grid #375 Surface,Estuary,,03100103,,,,,26.4591400000,-82.0308000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD36509,San Carlos Bay Grid #375 Bottom,Estuary,,03100103,,,,,26.4591400000,-82.0308000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD36510,San Carlos Bay Grid #364 Surface,Estuary,,03100103,,,,,26.4716100000,-81.9986500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD36512,San Carlos Bay Grid #362 Surface,Estuary,,03100103,,,,,26.4727000000,-82.0193000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD36513,San Carlos Bay Grid #362 Bottom,Estuary,,03100103,,,,,26.4727000000,-82.0193000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37436,San Carlos Bay Grid # 336 Surface,Estuary,,03100103,,,,,26.5079500000,-82.0461300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37437,San Carlos Bay Grid # 336 Bottom,Estuary,,03100103,,,,,26.5079500000,-82.0461300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37438,San Carlos Bay Grid # 365 Surface,Estuary,,03100103,,,,,26.4698100000,-81.9806300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37439,San Carlos Bay Grid # 365 Bottom,Estuary,,03100103,,,,,26.4698100000,-81.9806300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37440,San Carlos Bay Grid # 379 Surface,Estuary,,,,,,,26.4505900000,-81.9652600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37441,San Carlos Bay Grid # 379 Bottom,Estuary,,,,,,,26.4505900000,-81.9652600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37442,San Carlos Bay Grid # 361 Surface,Estuary,,03100103,,,,,26.4698900000,-82.0374100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37443,San Carlos Bay Grid # 361 Bottom,Estuary,,03100103,,,,,26.4698900000,-82.0374100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37444,San Carlos Bay Grid # 371 Surface,Estuary,,03100103,,,,,26.4635200000,-82.0925700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD37445,San Carlos Bay Grid # 371 Bottom,Estuary,,03100103,,,,,26.4635200000,-82.0925700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38288,San Carlos Bay Grid #360 Surface,Estuary,,03100103,,,,,26.4689300000,-82.0581600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38289,San Carlos Bay Grid #360 Bottom,Estuary,,03100103,,,,,26.4689300000,-82.0581600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38290,San Carlos Bay Grid #336 Surface,Estuary,,03100103,,,,,26.5074900000,-82.0478500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38291,San Carlos Bay Grid #336 Bottom,Estuary,,03100103,,,,,26.5074900000,-82.0478500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38292,San Carlos Bay Grid #377 Surface,Estuary,,03100103,,,,,26.4628300000,-81.9898400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38293,San Carlos Bay Grid #377 Bottom,Estuary,,03100103,,,,,26.4628300000,-81.9898400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38294,San Carlos Bay Grid #375 Surface,Estuary,,03100103,,,,,26.4619500000,-82.0328900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38295,San Carlos Bay Grid #375 Bottom,Estuary,,03100103,,,,,26.4619500000,-82.0328900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38296,San Carlos Bay Grid #322 Surface,Estuary,,03100103,,,,,26.5220700000,-82.0703700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD38297,San Carlos Bay Grid #322 Bottom,Estuary,,03100103,,,,,26.5220700000,-82.0703700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39346,San Carlos Bay Grid #365 Surface,Estuary,,03100103,,,,,26.4763300000,-81.9801700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39347,San Carlos Bay Grid #365 Bottom,Estuary,,03100103,,,,,26.4763300000,-81.9801700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39348,San Carlos Bay Grid #324 Surface,Estuary,,03100103,,,,,26.5228700000,-82.0447900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39350,San Carlos Bay Grid #360 Surface,Estuary,,03100103,,,,,26.4802100000,-82.0546400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39351,San Carlos Bay Grid #360 Bottom,Estuary,,03100103,,,,,26.4802100000,-82.0546400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39352,San Carlos Bay Grid #378 Surface,Estuary,,,,,,,26.4589800000,-81.9771900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39353,San Carlos Bay Grid #378 Bottom,Estuary,,,,,,,26.4589800000,-81.9771900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39354,San Carlos Bay Grid #379 Surface,Estuary,,03090204,,,,,26.4591600000,-81.9501800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD39355,San Carlos Bay Grid #379 Bottom,Estuary,,03090204,,,,,26.4591600000,-81.9501800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40051,San Carlos Bay Grid #372 Surface,Estuary,,03100103,,,,,26.4558200000,-82.0752500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40053,San Carlos Bay Grid #359 Surface,Estuary,,03100103,,,,,26.4681200000,-82.0802300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40054,San Carlos Bay Grid #359 Bottom,Estuary,,03100103,,,,,26.4681200000,-82.0802300000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40055,San Carlos Bay Grid #337 Surface,Estuary,,03100103,,,,,26.5034500000,-82.0197800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40056,San Carlos Bay Grid #337 Bottom,Estuary,,03100103,,,,,26.5034500000,-82.0197800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40057,San Carlos Bay Grid #346 Surface,Estuary,,03100103,,,,,26.4873500000,-82.0894000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40059,San Carlos Bay Grid #358 Surface,Estuary,,03100103,,,,,26.4754300000,-82.0858700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40060,San Carlos Bay Grid #358 Bottom,Estuary,,03100103,,,,,26.4754300000,-82.0858700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40994,San Carlos Bay Grid #336 Surface,Estuary,,03100103,,,,,26.5203700000,-82.0388500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40996,San Carlos Bay Grid #325 Surface,Estuary,,03100103,,,,,26.5242600000,-82.0182400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40997,San Carlos Bay Grid #325 Bottom,Estuary,,03100103,,,,,26.5242600000,-82.0182400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40998,San Carlos Bay Grid #381 Surface,Estuary,,03100103,,,,,26.4463700000,-82.0863800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD40999,San Carlos Bay Grid #381 Bottom,Estuary,,03100103,,,,,26.4463700000,-82.0863800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD41000,San Carlos Bay Grid #360 Surface,Estuary,,03100103,,,,,26.4727800000,-82.0561000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD41001,San Carlos Bay Grid #360 Bottom,Estuary,,03100103,,,,,26.4727800000,-82.0561000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD41002,San Carlos Bay Grid #377 Surface,Estuary,,,,,,,26.4568300000,-81.9836800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD41003,San Carlos Bay Grid #377 Bottom,Estuary,,,,,,,26.4568300000,-81.9836800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42074,San Carlos Bay Grid #375 Surface,Estuary,,03100103,,,,,26.4580000000,-82.0219800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42075,San Carlos Bay Grid #375 Bottom,Estuary,,03100103,,,,,26.4580000000,-82.0219800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42076,San Carlos Bay Grid #376 Surface,Estuary,,03100103,,,,,26.4650000000,-82.0126900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42077,San Carlos Bay Grid #376 Bottom,Estuary,,03100103,,,,,26.4650000000,-82.0126900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42078,San Carlos Bay Grid #335 Surface,Estuary,,03100103,,,,,26.5120700000,-82.0524200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42079,San Carlos Bay Grid #335 Bottom,Estuary,,03100103,,,,,26.5120700000,-82.0524200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42080,San Carlos Bay Grid #363 Surface,Estuary,,03100103,,,,,26.4747600000,-82.0042500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42082,San Carlos Bay Grid #349 Surface,Estuary,,03100103,,,,,26.4865600000,-82.0336200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD42083,San Carlos Bay Grid #349 Bottom,Estuary,,03100103,,,,,26.4865600000,-82.0336200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44064,San Carlos Bay Grid #325 Surface,Estuary,,03100103,,,,,26.5299100000,-82.0253000000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44066,San Carlos Bay Grid #352 Surface,Estuary,,03100103,,,,,26.4950600000,-81.9951800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44068,San Carlos Bay Grid #362 Surface,Estuary,,03100103,,,,,26.4721900000,-82.0229700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44069,San Carlos Bay Grid #362 Bottom,Estuary,,03100103,,,,,26.4721900000,-82.0229700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44070,San Carlos Bay Grid #361 Surface,Estuary,,03100103,,,,,26.4738200000,-82.0392700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44071,San Carlos Bay Grid #361 Bottom,Estuary,,03100103,,,,,26.4738200000,-82.0392700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD44072,San Carlos Bay Grid #348 Surface,Estuary,,03100103,,,,,26.4946700000,-82.0522200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46014,San Carlos Bay Grid #348 Surfa,Estuary,,03100103,,,,,26.4886100000,-82.0574900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46015,San Carlos Bay Grid #348 Botto,Estuary,,03100103,,,,,26.4886100000,-82.0574900000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46016,San Carlos Bay Grid #324 Surfa,Estuary,,03100103,,,,,26.5227400000,-82.0415200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46017,San Carlos Bay Grid #324 Botto,Estuary,,03100103,,,,,26.5227400000,-82.0415200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46018,San Carlos Bay Grid #362 Surfa,Estuary,,03100103,,,,,26.4758000000,-82.0293700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46019,San Carlos Bay Grid #362 Botto,Estuary,,03100103,,,,,26.4758000000,-82.0293700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46020,San Carlos Bay Grid #382 Surfa,Estuary,,03100103,,,,,26.4459400000,-82.0764600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46021,San Carlos Bay Grid #382 Botto,Estuary,,03100103,,,,,26.4459400000,-82.0764600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46022,San Carlos Bay Grid #358 Surfa,Estuary,,03100103,,,,,26.4711300000,-82.0963100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD46023,San Carlos Bay Grid #358 Botto,Estuary,,03100103,,,,,26.4711300000,-82.0963100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47268,San Carlos Bay Grid #350 Surface,Estuary,,03100103,,,,,26.4872704000,-82.0316710000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47269,San Carlos Bay Grid #350 Bottom,Estuary,,03100103,,,,,26.4872704000,-82.0316710000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47270,San Carlos Bay Grid #378 Surface,Estuary,,,,,,,26.4556321000,-81.9775280000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47271,San Carlos Bay Grid #378 Bottom,Estuary,,,,,,,26.4556321000,-81.9775280000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47272,San Carlos Bay Grid #360 Surface,Estuary,,03100103,,,,,26.4767892000,-82.0559890000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47273,San Carlos Bay Grid #360 Bottom,Estuary,,03100103,,,,,26.4767892000,-82.0559890000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47274,San Carlos Bay Grid #361 Surface,Estuary,,03100103,,,,,26.4704427000,-82.0403750000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47275,San Carlos Bay Grid #361 Bottom,Estuary,,03100103,,,,,26.4704427000,-82.0403750000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD47276,San Carlos Bay Grid #379 Surface,Estuary,,03090204,,,,,26.4606550000,-81.9564570000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48946,San Carlos Bay Grid #377 Surface,Estuary,,03100103,,,,,26.4660200000,-81.9919700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48947,San Carlos Bay Grid #377 Bottom,Estuary,,03100103,,,,,26.4660200000,-81.9919700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48948,San Carlos Bay Grid #357 Surface,Estuary,,03100103,,,,,26.4800300000,-82.1031100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48949,San Carlos Bay Grid #357 Bottom,Estuary,,03100103,,,,,26.4800300000,-82.1031100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48950,San Carlos Bay Grid #371 Surface,Estuary,,03100103,,,,,26.4576600000,-82.0953100000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48952,San Carlos Bay Grid #349 Surface,Estuary,,03100103,,,,,26.4861900000,-82.0374700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48953,San Carlos Bay Grid #349 Bottom,Estuary,,03100103,,,,,26.4861900000,-82.0374700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48954,San Carlos Bay Grid #350 Surface,Estuary,,03100103,,,,,26.4852400000,-82.0290700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD48955,San Carlos Bay Grid #350 Bottom,Estuary,,03100103,,,,,26.4852400000,-82.0290700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50538,San Carlos Bay Grid #336 Surface,Estuary,,03100103,,,,,26.5132900000,-82.0456800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50539,San Carlos Bay Grid #336 Bottom,Estuary,,03100103,,,,,26.5132900000,-82.0456800000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50540,San Carlos Bay Grid #361 Surface,Estuary,,03100103,,,,,26.4713100000,-82.0442600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50541,San Carlos Bay Grid #361 Bottom,Estuary,,03100103,,,,,26.4713100000,-82.0442600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50542,San Carlos Bay Grid #352 Surface,Estuary,,03100103,,,,,26.4920800000,-81.9990200000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50544,San Carlos Bay Grid #337 Surface,Estuary,,03100103,,,,,26.5104700000,-82.0332700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50545,San Carlos Bay Grid #337 Bottom,Estuary,,03100103,,,,,26.5104700000,-82.0332700000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD50546,San Carlos Bay Grid #322 Surface,Estuary,,03100103,,,,,26.5222500000,-82.0711500000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD52998,San Carlos Bay Grid #357 Surface,Estuary,,03100103,,,,,26.4780500000,-82.1085400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD52999,San Carlos Bay Grid #357 Bottom,Estuary,,03100103,,,,,26.4780500000,-82.1085400000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
21FLEECO_WQX,Lee County,21FLEECO_WQX-SC-AD53000,San Carlos Bay Grid #365 Surface,Estuary,,03100103,,,,,26.4739700000,-81.9767600000,,,,GPS-Unspecified,NAD83,,,,,,,US,12,071,,,,,,,,,,STORET
